Prscrbr_Geo_Desc,Gnrc_Name,DY21
Alabama,0.9 % Sodium Chloride,7517
Alabama,Abacavir Sulfate,611
Alabama,Abacavir Sulfate/Lamivudine,309
Alabama,Abacavir/Dolutegravir/Lamivudi,2589
Alabama,Abaloparatide,922
Alabama,Abatacept,1515
Alabama,Abatacept/Maltose,159
Alabama,Abemaciclib,371
Alabama,"Abiraterone Acet,submicronized",138
Alabama,Abiraterone Acetate,2045
Alabama,Acalabrutinib,875
Alabama,Acamprosate Calcium,434
Alabama,Acarbose,3278
Alabama,Acebutolol Hcl,2718
Alabama,Acetaminophen With Codeine,43128
Alabama,Acetaminophen/Caff/Dihydrocod,270
Alabama,Acetazolamide,3927
Alabama,Acetic Acid,416
Alabama,Acetohydroxamic Acid,18
Alabama,Acetylcysteine,209
Alabama,Acitretin,680
Alabama,Aclidinium Bromide,142
Alabama,Acyclovir,25787
Alabama,Adalimumab,12333
Alabama,Adapalene,88
Alabama,Adefovir Dipivoxil,17
Alabama,Afatinib Dimaleate,68
Alabama,Agalsidase Beta,40
Alabama,Albendazole,155
Alabama,Albuterol Sulfate,293866
Alabama,Alcaftadine,51
Alabama,Alclometasone Dipropionate,1304
Alabama,Alcohol Antiseptic Pads,16384
Alabama,Alectinib Hcl,69
Alabama,Alendronate Sodium,82153
Alabama,Alendronate Sodium/Vitamin D3,21
Alabama,Alfuzosin Hcl,11770
Alabama,Alirocumab,5055
Alabama,Aliskiren Hemifumarate,789
Alabama,Aliskiren/Hydrochlorothiazide,278
Alabama,Allopurinol,165319
Alabama,Almotriptan Malate,82
Alabama,Alogliptin Benz/Metformin Hcl,28
Alabama,Alogliptin Benz/Pioglitazone,38
Alabama,Alogliptin Benzoate,401
Alabama,Alosetron Hcl,237
Alabama,Alpelisib,64
Alabama,Alpha-1-Proteinase Inhibitor,1289
Alabama,Alprazolam,258001
Alabama,Amantadine Hcl,7341
Alabama,Ambrisentan,1837
Alabama,Amifampridine Phosphate,26
Alabama,Amikacin Liposomal/Neb.Accessr,170
Alabama,Amikacin Sulfate,350
Alabama,Amiloride Hcl,1180
Alabama,Amiloride/Hydrochlorothiazide,819
Alabama,Aminocaproic Acid,35
Alabama,Amiodarone Hcl,59841
Alabama,Amitriptyline Hcl,90915
Alabama,Amitriptyline/Chlordiazepoxide,187
Alabama,Amlodipine Benzoate,53
Alabama,Amlodipine Bes/Olmesartan Med,2962
Alabama,Amlodipine Besylate,800939
Alabama,Amlodipine Besylate/Benazepril,50208
Alabama,Amlodipine Besylate/Valsartan,8219
Alabama,Amlodipine/Atorvastatin,1822
Alabama,Amlodipine/Valsartan/Hcthiazid,376
Alabama,Ammonium Lactate,5129
Alabama,Amoxapine,28
Alabama,Amoxicillin,140034
Alabama,Amoxicillin/Potassium Clav,89884
Alabama,Amphetamine,21
Alabama,Amphetamine Sulfate,21
Alabama,Ampicillin Sodium,273
