Prscrbr_Geo_Desc,Gnrc_Name,DY15
Alabama,0.9 % Sodium Chloride,4417
Alabama,Abacavir Sulfate,860
Alabama,Abacavir Sulfate/Lamivudine,1578
Alabama,Abacavir/Dolutegravir/Lamivudi,1428
Alabama,Abacavir/Lamivudine/Zidovudine,173
Alabama,Abatacept,869
Alabama,Abatacept/Maltose,87
Alabama,Abiraterone Acetate,1342
Alabama,Acamprosate Calcium,227
Alabama,Acarbose,2582
Alabama,Acebutolol Hcl,3887
Alabama,Acetaminophen With Codeine,52836
Alabama,Acetazolamide,4379
Alabama,Acetic Acid,557
Alabama,Acetic Acid/Aluminum Acetate,82
Alabama,Acetic Acid/Hydrocortisone,621
Alabama,Acetylcysteine,253
Alabama,Acitretin,609
Alabama,Aclidinium Bromide,4191
Alabama,Acyclovir,25646
Alabama,Acyclovir/Hydrocortisone,13
Alabama,Adalimumab,7840
Alabama,Adapalene,55
Alabama,Adapalene/Benzoyl Peroxide,24
Alabama,Afatinib Dimaleate,94
Alabama,Albendazole,117
Alabama,Albiglutide,1048
Alabama,Albuterol Sulfate,225028
Alabama,Alcaftadine,518
Alabama,Alclometasone Dipropionate,930
Alabama,Alcohol Antiseptic Pads,10815
Alabama,Alendronate Sodium,85759
Alabama,Alendronate Sodium/Vitamin D3,129
Alabama,Alfuzosin Hcl,9630
Alabama,Alirocumab,12
Alabama,Aliskiren Hemifumarate,3815
Alabama,Aliskiren/Amlodipin/Hcthiazide,13
Alabama,Aliskiren/Amlodipine Besylate,37
Alabama,Aliskiren/Hydrochlorothiazide,1153
Alabama,Allopurinol,171198
Alabama,Almotriptan Malate,151
Alabama,Alogliptin Benz/Metformin Hcl,111
Alabama,Alogliptin Benz/Pioglitazone,438
Alabama,Alogliptin Benzoate,241
Alabama,Alosetron Hcl,156
Alabama,Alpha-1-Proteinase Inhibitor,828
Alabama,Alprazolam,394572
Alabama,Amantadine Hcl,6934
Alabama,Ambrisentan,1977
Alabama,Amcinonide,68
Alabama,Amikacin Sulfate,263
Alabama,Amiloride Hcl,1141
Alabama,Amiloride/Hydrochlorothiazide,1908
Alabama,Aminocaproic Acid,92
