Prscrbr_Geo_Desc,Gnrc_Name,DY13
Alabama,0.9 % Sodium Chloride,4066
Alabama,Abacavir Sulfate,716
Alabama,Abacavir Sulfate/Lamivudine,2040
Alabama,Abacavir/Lamivudine/Zidovudine,318
Alabama,Abatacept,557
Alabama,Abatacept/Maltose,107
Alabama,Abiraterone Acetate,1008
Alabama,Acamprosate Calcium,282
Alabama,Acarbose,3183
Alabama,Acebutolol Hcl,3937
Alabama,Acetaminophen With Codeine,42415
Alabama,Acetaminophen/Phenyltolx Cit,62
Alabama,Acetazolamide,4451
Alabama,Acetic Acid,478
Alabama,Acetic Acid/Aluminum Acetate,56
Alabama,Acetic Acid/Hydrocortisone,635
Alabama,Acetyl/Methyl-B12/Lmefolate Ca,61
Alabama,Acetylcysteine,65
Alabama,Acitretin,660
Alabama,Aclidinium Bromide,1474
Alabama,Acyclovir,24747
Alabama,Acyclovir Sodium,11
Alabama,Acyclovir/Hydrocortisone,21
Alabama,Adalimumab,6570
Alabama,Adapalene,78
Alabama,Adapalene/Benzoyl Peroxide,32
Alabama,Adefovir Dipivoxil,18
Alabama,Agalsidase Beta,22
Alabama,Albendazole,101
Alabama,Albuterol Sulfate,205653
Alabama,Alcaftadine,612
Alabama,Alclometasone Dipropionate,871
Alabama,Alcohol Antiseptic Pads,5874
Alabama,Alendronate Sodium,97724
Alabama,Alendronate Sodium/Vitamin D3,185
Alabama,Alfuzosin Hcl,8120
Alabama,Aliskiren Hemifumarate,7095
Alabama,Aliskiren/Amlodipin/Hcthiazide,71
Alabama,Aliskiren/Amlodipine Besylate,135
Alabama,Aliskiren/Hydrochlorothiazide,1955
Alabama,Allopurinol,168747
Alabama,Almotriptan Malate,99
Alabama,Alogliptin Benz/Metformin Hcl,13
Alabama,Alogliptin Benz/Pioglitzone,30
Alabama,Alogliptin Benzoate,24
Alabama,Alosetron Hcl,231
Alabama,Alpha-1-Proteinase Inhibitor,554
Alabama,Alprazolam,361518
Alabama,Aluminum Chloride,26
Alabama,Amantadine Hcl,7287
Alabama,Ambrisentan,1712
Alabama,Amcinonide,124
Alabama,Amikacin Sulfate,194
Alabama,Amiloride Hcl,943
Alabama,Amiloride/Hydrochlorothiazide,2308
Alabama,Aminocaproic Acid,97
Alabama,Amiodarone Hcl,71237
Alabama,Amitrip Hcl/Chlordiazepoxide,2302
Alabama,Amitriptyline Hcl,122245
Alabama,Amlodipine Bes/Olmesartan Med,6176
Alabama,Amlodipine Besylate,719243
Alabama,Amlodipine Besylate/Benazepril,91011
Alabama,Amlodipine/Atorvastatin,2751
Alabama,Amlodipine/Valsartan,17590
Alabama,Amlodipine/Valsartan/Hcthiazid,5748
Alabama,Ammonium Lactate,3707
Alabama,Amoxapine,654
Alabama,Amoxicillin,113374
Alabama,Amoxicillin/Potassium Clav,66327
Alabama,Amphotericin B,18
Alabama,Ampicillin Sodium,164
Alabama,Ampicillin Sodium/Sulbactam Na,62
Alabama,Ampicillin Trihydrate,3546
Alabama,Anagrelide Hcl,1213
Alabama,Anakinra,101
Alabama,Anastrozole,18027
Alabama,Antipyrine/Benzocaine/Glycerin,1242
Alabama,Apixaban,2608
Alabama,Apomorphine Hcl,20
Alabama,Apraclonidine Hcl,61
Alabama,Aprepitant,371
Alabama,Arformoterol Tartrate,136
Alabama,Aripiprazole,43975
Alabama,Armodafinil,3835
Alabama,Asenapine Maleate,4071
Alabama,Aspirin/Dipyridamole,18927
Alabama,Atazanavir Sulfate,2241
Alabama,Atenolol,229552
Alabama,Atenolol/Chlorthalidone,19068
Alabama,Atomoxetine Hcl,1448
Alabama,Atorvastatin Calcium,460663
Alabama,Atovaquone,152
Alabama,Atovaquone/Proguanil Hcl,214
Alabama,Atropine Sulfate,954
Alabama,Auranofin,16
Alabama,Axitinib,124
Alabama,Azathioprine,8232
Alabama,Azelaic Acid,796
Alabama,Azelastine Hcl,19301
Alabama,Azelastine/Fluticasone,1356
Alabama,Azilsartan Med/Chlorthalidone,594
Alabama,Azilsartan Medoxomil,449
Alabama,Azithromycin,152014
Alabama,Aztreonam,73
Alabama,Aztreonam Lysine,39
Alabama,B12/Levomefolate Calcium/B-6,26
Alabama,Bacitracin,1069
Alabama,Bacitracin/Polymyxin B Sulfate,846
Alabama,Baclofen,54394
Alabama,Balsalazide Disodium,1346
Alabama,Beclomethasone Dipropionate,6088
Alabama,Benazepril Hcl,81276
Alabama,Benazepril/Hydrochlorothiazide,20309
Alabama,Benzonatate,1336
Alabama,Benztropine Mesylate,46794
Alabama,Benzyl Alcohol,11
Alabama,Bepotastine Besilate,538
Alabama,Besifloxacin Hcl,5154
Alabama,Betamet Acet/Betamet Na Ph,15
Alabama,Betamethasone Dipropionate,5611
Alabama,Betamethasone Valerate,3229
Alabama,Betamethasone/Propylene Glyc,3463
Alabama,Betaxolol Hcl,1490
Alabama,Bethanechol Chloride,4522
Alabama,Bexarotene,77
Alabama,Bicalutamide,7206
Alabama,Bimatoprost,32236
Alabama,Bisac/Nacl/Nahco3/Kcl/Peg 3350,805
Alabama,Bismuth/Metronid/Tetracycline,147
Alabama,Bisoprolol Fumarate,27581
Alabama,Bisoprolol Fumarate/Hctz,43204
Alabama,Boceprevir,113
Alabama,Bortezomib,12
Alabama,Bosentan,1363
Alabama,Bosutinib,11
Alabama,Brimonidine Tartrate,29173
Alabama,Brimonidine Tartrate/Timolol,18943
Alabama,Brinzolamide,5574
Alabama,Brinzolamide/Brimonid Tart,258
Alabama,Bromfenac Sodium,4946
Alabama,Bromocriptine Mesylate,1220
Alabama,Budesonide,5387
Alabama,Budesonide/Formoterol Fumarate,43707
Alabama,Bumetanide,44004
Alabama,Bupivacaine Hcl/Pf,11
Alabama,Buprenorphine,2176
Alabama,Buprenorphine Hcl,1020
Alabama,Buprenorphine Hcl/Naloxone Hcl,13067
Alabama,Bupropion Hbr,57
Alabama,Bupropion Hcl,97098
Alabama,Buspirone Hcl,57497
Alabama,Butabarbital Sodium,36
Alabama,Butalb/Acetaminophen/Caffeine,249
Alabama,Butalbit/Acetamin/Caff/Codeine,1394
Alabama,Butalbital/Acetaminophen,75
Alabama,Butalbital/Aspirin/Caffeine,26
Alabama,Butenafine Hcl,54
Alabama,Butoconazole Nitrate,26
Alabama,Butorphanol Tartrate,1939
Alabama,C1 Esterase Inhibitor,96
Alabama,Cabergoline,831
Alabama,Calcipotriene,900
Alabama,Calcipotriene/Betamethasone,298
Alabama,"Calcitonin,salmon,synthetic",7309
Alabama,Calcitriol,13001
Alabama,Calcium Acetate,12316
Alabama,Canagliflozin,1150
Alabama,Candesartan Cilexetil,2819
Alabama,Candesartan/Hydrochlorothiazid,1115
Alabama,Captopril,11259
Alabama,Captopril/Hydrochlorothiazide,1023
Alabama,Carbamazepine,32990
Alabama,Carbidopa,520
Alabama,Carbidopa/Levodopa,52895
Alabama,Carbidopa/Levodopa/Entacapone,5510
Alabama,Carbinoxamine Maleate,985
Alabama,Carisoprodol,78114
Alabama,Carisoprodol/Aspirin,32
Alabama,Carteolol Hcl,391
Alabama,Carvedilol,413336
Alabama,Carvedilol Phosphate,7453
Alabama,Cefaclor,581
Alabama,Cefadroxil Hydrate,2204
Alabama,Cefazolin Sodium,479
Alabama,"Cefazolin Sodium/Dextrose,iso",22
Alabama,Cefdinir,31328
Alabama,Cefepime Hcl,935
Alabama,"Cefepime Hcl/Dextrose, Iso-Osm",14
Alabama,Cefixime,426
Alabama,Cefotaxime Sodium,44
Alabama,Cefotetan Disodium,16
Alabama,Cefoxitin Sodium,47
Alabama,Cefpodoxime Proxetil,666
Alabama,Cefprozil,3247
Alabama,Ceftaroline Fosamil Acetate,112
Alabama,Ceftazidime Pentahydrate,381
Alabama,Ceftibuten Dihydrate,77
Alabama,"Ceftriaxone Na/Dextrose,iso",87
Alabama,Ceftriaxone Sodium,9072
Alabama,Cefuroxime Axetil,29277
Alabama,Celecoxib,77963
Alabama,Cephalexin,102668
Alabama,Certolizumab Pegol,553
Alabama,Cetirizine Hcl,287
Alabama,Cevimeline Hcl,1479
Alabama,Chlorambucil,201
Alabama,Chlordiazepoxide Hcl,2403
Alabama,Chlorhexidine Gluconate,14294
Alabama,Chloroquine Phosphate,100
Alabama,Chlorothiazide,331
Alabama,Chlorpromazine Hcl,6162
Alabama,Chlorpropamide,33
Alabama,Chlorthalidone,33735
Alabama,Chlorzoxazone,3771
Alabama,Cholestyramine (With Sugar),6977
Alabama,Cholestyramine/Aspartame,3661
Alabama,Choline Sal/Mag Salicylate,15
Alabama,"Chorionic Gonadotropin, Human",12
Alabama,Ciclesonide,693
Alabama,Ciclopirox,4814
Alabama,Ciclopirox Olamine,2813
Alabama,Cilostazol,21648
Alabama,Cimetidine,3737
Alabama,Cimetidine Hcl,11
Alabama,Cinacalcet Hcl,18474
Alabama,Ciprofloxacin,137
Alabama,Ciprofloxacin Hcl,147551
Alabama,Ciprofloxacin Hcl/Dexameth,2871
