Prscrbr_Geo_Desc,Gnrc_Name,DY14
Alabama,0.9 % Sodium Chloride,4174
Alabama,Abacavir Sulfate,759
Alabama,Abacavir Sulfate/Lamivudine,2028
Alabama,Abacavir/Dolutegravir/Lamivudi,93
Alabama,Abacavir/Lamivudine/Zidovudine,253
Alabama,Abatacept,682
Alabama,Abatacept/Maltose,83
Alabama,Abiraterone Acetate,1500
Alabama,Acamprosate Calcium,213
Alabama,Acarbose,2936
Alabama,Acebutolol Hcl,3799
Alabama,Acetaminophen With Codeine,41969
Alabama,Acetazolamide,4434
Alabama,Acetic Acid,519
Alabama,Acetic Acid/Aluminum Acetate,64
Alabama,Acetic Acid/Hydrocortisone,618
Alabama,Acetylcysteine,152
Alabama,Acitretin,726
Alabama,Aclidinium Bromide,3003
Alabama,Acyclovir,24963
Alabama,Acyclovir/Hydrocortisone,16
Alabama,Adalimumab,7384
Alabama,Adapalene,82
Alabama,Adapalene/Benzoyl Peroxide,35
Alabama,Afatinib Dimaleate,83
Alabama,Albendazole,138
Alabama,Albiglutide,87
Alabama,Albuterol Sulfate,209296
Alabama,Alcaftadine,596
Alabama,Alclometasone Dipropionate,840
Alabama,Alcohol Antiseptic Pads,8156
Alabama,Alendronate Sodium,89256
Alabama,Alendronate Sodium/Vitamin D3,155
Alabama,Alfuzosin Hcl,8844
Alabama,Aliskiren Hemifumarate,4994
Alabama,Aliskiren/Amlodipin/Hcthiazide,32
Alabama,Aliskiren/Amlodipine Besylate,81
Alabama,Aliskiren/Hydrochlorothiazide,1480
Alabama,Allopurinol,168504
Alabama,Almotriptan Malate,107
Alabama,Alogliptin Benz/Metformin Hcl,76
Alabama,Alogliptin Benz/Pioglitazone,241
Alabama,Alogliptin Benzoate,129
Alabama,Alosetron Hcl,241
Alabama,Alpha-1-Proteinase Inhibitor,660
Alabama,Alprazolam,382781
Alabama,Aluminum Chloride,42
Alabama,Amantadine Hcl,7266
Alabama,Ambrisentan,1869
Alabama,Amcinonide,102
Alabama,Amikacin Sulfate,198
Alabama,Amiloride Hcl,1031
Alabama,Amiloride/Hydrochlorothiazide,2094
Alabama,Aminocaproic Acid,117
Alabama,Amiodarone Hcl,70380
Alabama,Amitrip Hcl/Chlordiazepoxide,1898
Alabama,Amitriptyline Hcl,109079
Alabama,Amlodipine Bes/Olmesartan Med,6114
Alabama,Amlodipine Besylate,718704
Alabama,Amlodipine Besylate/Benazepril,81175
Alabama,Amlodipine/Atorvastatin,2603
Alabama,Amlodipine/Valsartan,15637
Alabama,Amlodipine/Valsartan/Hcthiazid,5459
Alabama,Ammonium Lactate,3625
Alabama,Amoxapine,608
Alabama,Amoxicillin,118916
Alabama,Amoxicillin/Potassium Clav,69481
Alabama,Ampicillin Sodium,51
Alabama,Ampicillin Sodium/Sulbactam Na,69
Alabama,Ampicillin Trihydrate,3583
Alabama,Anagrelide Hcl,1184
Alabama,Anakinra,109
Alabama,Anastrozole,18304
Alabama,Antipyrine/Benzocaine,1088
Alabama,Apixaban,18213
Alabama,Apomorphine Hcl,26
Alabama,Apraclonidine Hcl,31
Alabama,Apremilast,94
Alabama,Aprepitant,335
Alabama,Arformoterol Tartrate,157
Alabama,Aripiprazole,44979
Alabama,Armodafinil,4259
Alabama,Asenapine Maleate,4019
Alabama,Aspirin/Dipyridamole,15435
Alabama,Atazanavir Sulfate,1732
Alabama,Atenolol,210440
Alabama,Atenolol/Chlorthalidone,17329
Alabama,Atomoxetine Hcl,1543
Alabama,Atorvastatin Calcium,530076
Alabama,Atovaquone,192
Alabama,Atovaquone/Proguanil Hcl,239
Alabama,Atropine Sulfate,996
Alabama,Auranofin,11
Alabama,Axitinib,110
Alabama,Azathioprine,8459
Alabama,Azelaic Acid,876
Alabama,Azelastine Hcl,20795
Alabama,Azelastine/Fluticasone,2622
Alabama,Azilsartan Med/Chlorthalidone,902
Alabama,Azilsartan Medoxomil,709
Alabama,Azithromycin,146111
Alabama,Aztreonam,83
Alabama,Aztreonam Lysine,39
Alabama,Bacitracin,1401
Alabama,Bacitracin/Polymyxin B Sulfate,823
Alabama,Baclofen,66919
Alabama,Balsalazide Disodium,1668
Alabama,Becaplermin,125
Alabama,Beclomethasone Dipropionate,6453
Alabama,Benazepril Hcl,74081
Alabama,Benazepril/Hydrochlorothiazide,17918
Alabama,Benzonatate,23
Alabama,Benztropine Mesylate,44491
Alabama,Bepotastine Besilate,373
Alabama,Besifloxacin Hcl,4908
Alabama,Betamet Acet/Betamet Na Ph,13
Alabama,Betamethasone Dipropionate,5632
Alabama,Betamethasone Valerate,3208
Alabama,Betamethasone/Propylene Glyc,3229
Alabama,Betaxolol Hcl,1253
Alabama,Bethanechol Chloride,4693
Alabama,Bexarotene,106
Alabama,Bicalutamide,6903
Alabama,Bimatoprost,33569
Alabama,Bisac/Nacl/Nahco3/Kcl/Peg 3350,26
Alabama,Bismuth/Metronid/Tetracycline,162
Alabama,Bisoprolol Fumarate,27269
Alabama,Bisoprolol Fumarate/Hctz,40526
Alabama,Bortezomib,14
Alabama,Bosentan,1187
Alabama,Bosutinib,12
Alabama,Brimonidine Tartrate,29404
Alabama,Brimonidine Tartrate/Timolol,20941
Alabama,Brinzolamide,5856
Alabama,Brinzolamide/Brimonidine Tart,2136
Alabama,Bromfenac Sodium,6565
Alabama,Bromocriptine Mesylate,1273
Alabama,Budesonide,5905
Alabama,Budesonide/Formoterol Fumarate,49212
Alabama,Bumetanide,34622
Alabama,Buprenorphine,4188
Alabama,Buprenorphine Hcl,1677
Alabama,Buprenorphine Hcl/Naloxone Hcl,13834
Alabama,Bupropion Hbr,38
Alabama,Bupropion Hcl,100171
Alabama,Buspirone Hcl,63169
Alabama,Butabarbital Sodium,30
Alabama,Butalb/Acetaminophen/Caffeine,15948
Alabama,Butalbit/Acetamin/Caff/Codeine,1287
Alabama,Butalbital/Acetaminophen,943
Alabama,Butalbital/Aspirin/Caffeine,1816
