Prscrbr_Geo_Desc,Gnrc_Name,DY19
Alabama,0.9 % Sodium Chloride,5304
Alabama,Aa 3.31 %/D9.8w/Fat/E-Lytes 10,30
Alabama,Aa 5%/D15w/Electrolytes,20
Alabama,Abacavir Sulfate,828
Alabama,Abacavir Sulfate/Lamivudine,529
Alabama,Abacavir/Dolutegravir/Lamivudi,3208
Alabama,Abacavir/Lamivudine/Zidovudine,69
Alabama,Abaloparatide,668
Alabama,Abatacept,1219
Alabama,Abatacept/Maltose,190
Alabama,Abemaciclib,348
Alabama,"Abiraterone Acet,submicronized",43
Alabama,Abiraterone Acetate,2129
Alabama,Acalabrutinib,153
Alabama,Acamprosate Calcium,414
Alabama,Acarbose,2563
Alabama,Acebutolol Hcl,3090
Alabama,Acetaminophen With Codeine,47703
Alabama,Acetaminophen/Caff/Dihydrocod,340
Alabama,Acetazolamide,4124
Alabama,Acetic Acid,469
Alabama,Acetohydroxamic Acid,20
Alabama,Acetylcysteine,376
Alabama,Acitretin,738
Alabama,Aclidinium Bromide,488
Alabama,Acyclovir,25944
Alabama,Adalimumab,11109
Alabama,Adapalene,65
Alabama,Adefovir Dipivoxil,17
Alabama,Afatinib Dimaleate,97
Alabama,Agalsidase Beta,24
Alabama,Albendazole,145
Alabama,Albuterol Sulfate,237084
Alabama,Alcaftadine,93
Alabama,Alclometasone Dipropionate,1612
Alabama,Alcohol Antiseptic Pads,15301
Alabama,Alectinib Hcl,75
Alabama,Alendronate Sodium,78870
Alabama,Alfuzosin Hcl,11121
Alabama,Alglucosidase Alfa,13
Alabama,Alirocumab,3582
Alabama,Aliskiren Hemifumarate,1063
Alabama,Aliskiren/Hydrochlorothiazide,387
Alabama,Allopurinol,166685
Alabama,Almotriptan Malate,75
Alabama,Alogliptin Benz/Metformin Hcl,67
Alabama,Alogliptin Benz/Pioglitazone,139
Alabama,Alogliptin Benzoate,252
Alabama,Alosetron Hcl,284
Alabama,Alpelisib,33
Alabama,Alpha-1-Proteinase Inhibitor,1201
Alabama,Alprazolam,289121
Alabama,Amantadine Hcl,7706
Alabama,Ambrisentan,1864
Alabama,Amifampridine Phosphate,11
Alabama,Amikacin Liposomal/Neb.Accessr,126
Alabama,Amikacin Sulfate,366
Alabama,Amiloride Hcl,1148
Alabama,Amiloride/Hydrochlorothiazide,1036
Alabama,Aminocaproic Acid,40
Alabama,Amiodarone Hcl,61082
Alabama,Amitriptyline Hcl,86186
Alabama,Amitriptyline/Chlordiazepoxide,352
Alabama,Amlodipine Bes/Olmesartan Med,2882
Alabama,Amlodipine Besylate,762315
Alabama,Amlodipine Besylate/Benazepril,53311
