Prscrbr_Geo_Desc,Gnrc_Name,DY17
Alabama,0.9 % Sodium Chloride,"4,750"
Alabama,Aa 3.31 %/D9.8w/Fat/E-Lytes 10,21
Alabama,Abacavir Sulfate,870
Alabama,Abacavir Sulfate/Lamivudine,662231
Alabama,Abacavir/Dolutegravir/Lamivudi,"3,056"
Alabama,Abacavir/Lamivudine/Zidovudine,113
Alabama,Abaloparatide,47
Alabama,Abatacept,797170
Alabama,Abatacept/Maltose,109
Alabama,Abiraterone Acetate,"1,307"
Alabama,Acamprosate Calcium,280
Alabama,Acarbose,"2,183"
Alabama,Acebutolol Hcl,"3,606"
Alabama,Acetaminophen With Codeine,"50,49613"
Alabama,Acetaminophen/Caff/Dihydrocod,185115
Alabama,Acetazolamide,"4,098"
Alabama,Acetic Acid,490
Alabama,Acetic Acid/Aluminum Acetate,18
Alabama,Acetylcysteine,253
Alabama,Acitretin,69211
Alabama,Aclidinium Bromide,"1,155"
Alabama,Acyclovir,"25,797243"
Alabama,Acyclovir Sodium,14
Alabama,Adalimumab,"1,5957,6716181"
Alabama,Adapalene,74
Alabama,Adefovir Dipivoxil,21
Alabama,Afatinib Dimaleate,211
Alabama,Albendazole,102
Alabama,Albiglutide,911
Alabama,Albuterol Sulfate,"8,2371,13,1523,8891,90495,951"
Alabama,Alcaftadine,184
Alabama,Alclometasone Dipropionate,"1,269"
Alabama,Alcohol Antiseptic Pads,"6126,441374197334,340"
Alabama,Alendronate Sodium,"81,2394923"
Alabama,Alendronate Sodium/Vitamin D3,23
Alabama,Alfuzosin Hcl,"10,93313"
Alabama,Alglucosidase Alfa,13
Alabama,Alirocumab,"2,38323"
Alabama,Aliskiren Hemifumarate,"1,685"
Alabama,Aliskiren/Hydrochlorothiazide,593
Alabama,Allopurinol,"1,69,62715"
Alabama,Almotriptan Malate,59
Alabama,Alogliptin Benz/Metformin Hcl,3719
Alabama,Alogliptin Benz/Pioglitazone,11687
Alabama,Alogliptin Benzoate,5942
Alabama,Alosetron Hcl,238
Alabama,Alpha-1-Proteinase Inhibitor,9295684147
Alabama,Alprazolam,"3,44,477813245255260"
Alabama,Amantadine Hcl,"7,463"
Alabama,Ambrisentan,"2,110"
Alabama,Amcinonide,24
Alabama,Amikacin Sulfate,321
Alabama,Amiloride Hcl,"1,302"
Alabama,Amiloride/Hydrochlorothiazide,"1,484"
Alabama,Aminocaproic Acid,32
Alabama,Amiodarone Hcl,"63,106867"
Alabama,Amitriptyline Hcl,"92,951"
Alabama,Amitriptyline/Chlordiazepoxide,518
Alabama,Amlodipine Bes/Olmesartan Med,"2,414211"
Alabama,Amlodipine Besylate,"7,38,190493"
Alabama,Amlodipine Besylate/Benazepril,"62,642175"
Alabama,Amlodipine Besylate/Valsartan,"10,872189"
Alabama,Amlodipine/Atorvastatin,"1,87050"
Alabama,Amlodipine/Valsartan/Hcthiazid,"3,73741"
Alabama,Ammonium Lactate,"3,802"
Alabama,Amoxapine,282
Alabama,Amoxicillin,"1,37,665"
