Prscrbr_Geo_Desc,Gnrc_Name,DY18
Alabama,0.9 % Sodium Chloride,4486
Alabama,Aa 3.31 %/D9.8w/Fat/E-Lytes 10,40
Alabama,Abacavir Sulfate,911
Alabama,Abacavir Sulfate/Lamivudine,671
Alabama,Abacavir/Dolutegravir/Lamivudi,3218
Alabama,Abacavir/Lamivudine/Zidovudine,104
Alabama,Abaloparatide,361
Alabama,Abatacept,1164
Alabama,Abatacept/Maltose,149
Alabama,Abemaciclib,140
Alabama,"Abiraterone Acet,submicronized",36
Alabama,Abiraterone Acetate,1905
Alabama,Acalabrutinib,42
Alabama,Acamprosate Calcium,313
Alabama,Acarbose,2240
Alabama,Acebutolol Hcl,3240
Alabama,Acetaminophen With Codeine,50081
Alabama,Acetaminophen/Caff/Dihydrocod,323
Alabama,Acetazolamide,4100
Alabama,Acetic Acid,503
Alabama,Acetylcysteine,231
Alabama,Acitretin,763
Alabama,Aclidinium Bromide,760
Alabama,Acyclovir,26232
Alabama,Adalimumab,10262
Alabama,Adapalene,94
Alabama,Adefovir Dipivoxil,13
Alabama,Afatinib Dimaleate,198
Alabama,Agalsidase Beta,14
Alabama,Albendazole,272
Alabama,Albiglutide,365
Alabama,Albuterol Sulfate,230586
Alabama,Alcaftadine,116
Alabama,Alclometasone Dipropionate,1417
Alabama,Alcohol Antiseptic Pads,14938
Alabama,Alectinib Hcl,47
Alabama,Alendronate Sodium,78616
Alabama,Alendronate Sodium/Vitamin D3,38
Alabama,Alfuzosin Hcl,11304
Alabama,Alglucosidase Alfa,13
Alabama,Alirocumab,3032
Alabama,Aliskiren Hemifumarate,1382
Alabama,Aliskiren/Hydrochlorothiazide,482
Alabama,Allopurinol,167773
Alabama,Almotriptan Malate,73
Alabama,Alogliptin Benz/Metformin Hcl,30
Alabama,Alogliptin Benz/Pioglitazone,140
Alabama,Alogliptin Benzoate,125
Alabama,Alosetron Hcl,219
Alabama,Alpha-1-Proteinase Inhibitor,1092
Alabama,Alprazolam,327386
Alabama,Amantadine Hcl,7636
Alabama,Ambrisentan,1823
Alabama,Amikacin Liposomal/Neb.Accessr,12
Alabama,Amikacin Sulfate,451
Alabama,Amiloride Hcl,1272
Alabama,Amiloride/Hydrochlorothiazide,1239
Alabama,Aminocaproic Acid,50
Alabama,Amiodarone Hcl,63421
Alabama,Amitriptyline Hcl,88572
Alabama,Amitriptyline/Chlordiazepoxide,419
Alabama,Amlodipine Bes/Olmesartan Med,2487
Alabama,Amlodipine Besylate,749458
Alabama,Amlodipine Besylate/Benazepril,56674
Alabama,Amlodipine Besylate/Valsartan,9701
Alabama,Amlodipine/Atorvastatin,1548
Alabama,Amlodipine/Valsartan/Hcthiazid,2682
Alabama,Ammonium Lactate,4124
Alabama,Amoxapine,76
Alabama,Amoxicillin,140654
Alabama,Amoxicillin/Potassium Clav,93526
Alabama,Amphetamine Sulfate,51
Alabama,Amphotericin B,11
Alabama,Ampicillin Sodium,121
Alabama,Ampicillin Sodium/Sulbactam Na,134
Alabama,Ampicillin Trihydrate,3248
Alabama,Anagrelide Hcl,836
Alabama,Anakinra,98
Alabama,Anastrozole,17912
Alabama,Apalutamide,213
Alabama,Apixaban,174518
Alabama,Apomorphine Hcl,36
Alabama,Apraclonidine Hcl,83
Alabama,Apremilast,1474
Alabama,Aprepitant,22
Alabama,Arformoterol Tartrate,303
Alabama,Aripiprazole,52162
Alabama,Aripiprazole Lauroxil,1429
Alabama,Armodafinil,3615
Alabama,Asenapine Maleate,3470
Alabama,Aspirin/Dipyridamole,6097
Alabama,Atazanavir Sulfate,583
Alabama,Atazanavir Sulfate/Cobicistat,170
Alabama,Atenolol,137018
Alabama,Atenolol/Chlorthalidone,12700
Alabama,Atomoxetine Hcl,1859
Alabama,Atorvastatin Calcium,743022
Alabama,Atovaquone,264
Alabama,Atovaquone/Proguanil Hcl,327
Alabama,Atropine Sulfate,1728
Alabama,Axitinib,45
Alabama,Azathioprine,8760
Alabama,Azelaic Acid,638
Alabama,Azelastine Hcl,34639
Alabama,Azelastine/Fluticasone,1026
Alabama,Azilsartan Med/Chlorthalidone,1199
Alabama,Azilsartan Medoxomil,774
Alabama,Azithromycin,155923
Alabama,Aztreonam,146
Alabama,Aztreonam Lysine,69
Alabama,Bacitracin,961
Alabama,Bacitracin/Polymyxin B Sulfate,581
Alabama,Baclofen,93836
Alabama,Baloxavir Marboxil,14
Alabama,Balsalazide Disodium,2240
Alabama,Baricitinib,48
Alabama,Becaplermin,99
Alabama,Beclomethasone Dipropionate,2144
Alabama,Belatacept,26
Alabama,Belimumab,613
Alabama,Benazepril Hcl,52515
Alabama,Benazepril/Hydrochlorothiazide,10559
Alabama,Benralizumab,53
Alabama,Benzonatate,252
Alabama,Benztropine Mesylate,43485
Alabama,Bepotastine Besilate,425
Alabama,Besifloxacin Hcl,2700
Alabama,"Betamethasone Acetate,sod Phos",13
Alabama,Betamethasone Dipropionate,9552
Alabama,Betamethasone Valerate,3517
Alabama,Betamethasone/Propylene Glyc,4567
Alabama,Betaxolol Hcl,630
Alabama,Bethanechol Chloride,5158
Alabama,Bevacizumab,21
Alabama,Bexarotene,88
Alabama,Bicalutamide,6910
Alabama,Bictegrav/Emtricit/Tenofov Ala,745
Alabama,Bimatoprost,26336
Alabama,Binimetinib,19
Alabama,Bismuth/Metronid/Tetracycline,81
Alabama,Bisoprolol Fumarate,28823
Alabama,Bisoprolol/Hydrochlorothiazide,29048
Alabama,Bortezomib,14
Alabama,Bosentan,495
Alabama,Bosutinib,166
Alabama,Brexpiprazole,3603
Alabama,Brigatinib,19
Alabama,Brimonidine Tartrate,31595
Alabama,Brimonidine Tartrate/Timolol,23312
Alabama,Brinzolamide,5330
Alabama,Brinzolamide/Brimonidine Tart,7049
Alabama,Brivaracetam,732
Alabama,Brodalumab,13
Alabama,Bromfenac Sodium,3511
Alabama,Bromocriptine Mesylate,1152
Alabama,Budesonide,7844
Alabama,Budesonide/Formoterol Fumarate,59030
Alabama,Bumetanide,37838
Alabama,Bupivacaine Hcl/Pf,41
Alabama,Buprenorphine,6863
Alabama,Buprenorphine Hcl,4603
Alabama,Buprenorphine Hcl/Naloxone Hcl,33772
Alabama,Bupropion Hbr,52
Alabama,Bupropion Hcl,119519
Alabama,Buspirone Hcl,98890
Alabama,Butalb/Acetaminophen/Caffeine,12485
Alabama,Butalbit/Acetamin/Caff/Codeine,758
Alabama,Butalbital/Acetaminophen,438
Alabama,Butalbital/Aspirin/Caffeine,1066
Alabama,Butenafine Hcl,11
Alabama,Butoconazole Nitrate,15
Alabama,Butorphanol Tartrate,1543
Alabama,C1 Esterase Inhibitor,155
Alabama,Cabergoline,1176
Alabama,Cabozantinib S-Malate,286
Alabama,Calcifediol,546
Alabama,Calcipotriene,4003
Alabama,Calcipotriene/Betamethasone,279
Alabama,"Calcitonin,salmon,synthetic",3707
Alabama,Calcitriol,14889
Alabama,Calcium Acetate,9594
Alabama,Canagliflozin,20790
Alabama,Canagliflozin/Metformin Hcl,3004
Alabama,Candesartan Cilexetil,2819
Alabama,Candesartan/Hydrochlorothiazid,899
Alabama,Captopril,3130
Alabama,Captopril/Hydrochlorothiazide,328
Alabama,Carbamazepine,27616
Alabama,Carbidopa,286
Alabama,Carbidopa/Levodopa,53248
Alabama,Carbidopa/Levodopa/Entacapone,2888
Alabama,Carbinoxamine Maleate,148
Alabama,Cariprazine Hcl,2978
Alabama,Carisoprodol,6021
Alabama,Carteolol Hcl,234
Alabama,Carvedilol,386103
Alabama,Carvedilol Phosphate,1703
Alabama,Cefaclor,224
Alabama,Cefadroxil,1526
Alabama,Cefazolin Sodium,1232
Alabama,"Cefazolin Sodium/Dextrose,iso",26
Alabama,Cefdinir,64484
Alabama,Cefepime Hcl,1836
Alabama,Cefepime Hcl In Dextrose 5 %,20
Alabama,Cefepime In Iso-Osm Dextrose,49
Alabama,Cefixime,145
Alabama,Cefoxitin Sodium,82
Alabama,"Cefoxitin Sodium/Dextrose,iso",16
Alabama,Cefpodoxime Proxetil,1128
Alabama,Cefprozil,2293
Alabama,Ceftaroline Fosamil Acetate,141
Alabama,Ceftazidime,685
Alabama,Ceftazidime/Avibactam,18
Alabama,Ceftolozane/Tazobactam,13
Alabama,Ceftriaxone In Is-Osm Dextrose,81
Alabama,Ceftriaxone Sodium,9289
Alabama,Cefuroxime Axetil,27229
Alabama,Celecoxib,88305
Alabama,Cephalexin,115969
Alabama,Ceritinib,11
Alabama,Certolizumab Pegol,848
Alabama,Cetirizine Hcl,253
Alabama,Cevimeline Hcl,1753
Alabama,Chlorambucil,94
Alabama,Chlordiazepoxide Hcl,2310
Alabama,Chlordiazepoxide/Clidinium Br,99
Alabama,Chlorhexidine Gluconate,21350
Alabama,Chloroquine Phosphate,66
Alabama,Chlorothiazide,204
Alabama,Chlorpromazine Hcl,4877
Alabama,Chlorthalidone,45321
Alabama,Chlorzoxazone,1503
Alabama,Cholestyramine (With Sugar),8055
Alabama,Cholestyramine/Aspartame,3764
Alabama,"Chorionic Gonadotropin, Human",19
Alabama,Ciclesonide,79
Alabama,Ciclopirox,5781
Alabama,Ciclopirox Olamine,4458
Alabama,Cilostazol,18624
Alabama,Cimetidine,1660
Alabama,Cinacalcet Hcl,3328
Alabama,Ciprofloxacin,22
Alabama,Ciprofloxacin Hcl,112686
Alabama,Ciprofloxacin Hcl/Dexameth,3591
Alabama,Ciprofloxacin Hcl/Fluocinolone,14
Alabama,Ciprofloxacin In 5 % Dextrose,46
Alabama,Ciprofloxacin/Ciprofloxa Hcl,34
Alabama,Ciprofloxacin/Hydrocortisone,185
Alabama,Citalopram Hydrobromide,178488
