Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
National,"Needles, Insulin Disposable",5314
National,"Pen Needle, Diabetic,disp Unit",1474
National,"Needles, Insulin Disposable",1137
National,Abacavir Sulfate,68225
National,Abacavir/Lamivudine/Zidovudine,12195
National,Amphotericin B Lipid Complex,419
National,Aripiprazole,2963212
National,Aripiprazole,5186
National,Aripiprazole,54729
National,Paclitaxel Protein-Bound,835
National,Isotretinoin,239
National,Fentanyl Citrate,612
National,Acamprosate Calcium,24852
National,Clindamycin Phos/Benzoyl Perox,911
National,Acarbose,206482
National,Zafirlukast,2276
National,Quinapril Hcl,6114
National,Quinapril/Hydrochlorothiazide,465
National,Acebutolol Hcl,130779
National,Butalbital/Acetaminophen,13305
National,Acetaminophen With Codeine,2854040
National,Acetic Acid/Hydrocortisone,1023
National,Acetazolamide,288781
National,Acetic Acid,53854
National,Acetic Acid/Aluminum Acetate,4392
National,Acetylcysteine,20896
National,Rabeprazole Sodium,50736
National,Rabeprazole Sodium,33
National,Acitretin,35014
National,Tocilizumab,12033
National,Haemoph B Poly Conj-Tet Tox/Pf,597
National,Ursodiol,858
National,"Interferon Gamma-1b,recomb.",545
National,Fentanyl Citrate,346
National,Estradiol/Norethindrone Acet,2989
National,Risedronate Sodium,498327
National,Pioglitazone Hcl/Metformin Hcl,2587
National,Pioglitazone Hcl/Metformin Hcl,4023
National,Pioglitazone Hcl,13325
National,Ketorolac Tromethamine,706
National,Ketorolac Tromethamine,1978
National,Ketorolac Tromethamine/Pf,2460
National,Acyclovir,1526621
National,Acyclovir Sodium,434
National,Dapsone,6568
National,"Diph,pertuss(Acell),tet Vac/Pf",180042
National,Pegademase Bovine,13
National,Nifedipine,2714
National,Adapalene,10705
National,Brentuximab Vedotin,20
National,Tadalafil,74342
National,Dextroamphetamine/Amphetamine,5875
National,Dextroamphetamine/Amphetamine,24954
National,Adefovir Dipivoxil,5618
National,Riociguat,6672
National,Epinephrine,13
National,Epinephrine,215
National,Doxorubicin Hcl,17
National,Fluorouracil,296
National,Fluticasone/Salmeterol,6093113
National,Fluticasone/Salmeterol,363584
National,Niacin/Lovastatin,20636
National,"Needles, Insulin Disposable",3279
National,"Syring W-Ndl,disp,insul,0.3 Ml",421
National,"Syring W-Ndl,disp,insul,0.5 Ml",1182
National,"Syringe & Needle,insulin,1 Ml",1961
National,Flunisolide,687
National,Nifedipine,103707
National,Everolimus,36070
National,Everolimus,79
National,Aspirin/Dipyridamole,844168
National,Anagrelide Hcl,326
National,"Needles, Insulin Disposable",57
National,Bacitracin/Polymyxin B Sulfate,9456
National,Erythromycin Base,339
National,Lidocaine Hcl/Pf,36
National,Netupitant/Palonosetron Hcl,11
National,Hydrocortisone,17
National,Hydrocortisone,63
National,Albendazole,7522
National,Albumin Human,34
National,Albumin Human,102
National,Albumin Human,29
National,Albumin Human,46
National,Albuterol Sulfate,812218
National,Alclometasone Dipropionate,36339
National,Alcohol Antiseptic Pads,184748
National,Alcohol Antiseptic Pads,274094
National,Alcohol Antiseptic Pads,8812
National,Alcohol Antiseptic Pads,9647
National,Alcohol Antiseptic Pads,78826
National,Alcohol Antiseptic Pads,4007
National,Spironolact/Hydrochlorothiazid,3157
National,Spironolactone,3311
National,Imiquimod,305
National,Laronidase,62
National,Alendronate Sodium,7770646
National,Capsaicin/Menthol,375
National,Alfuzosin Hcl,459103
National,Pemetrexed Disodium,1636
National,Nitazoxanide,5330
National,Melphalan,669
National,Fexofenadine Hcl,13
National,Fexofenadine/Pseudoephedrine,53
National,Allopurinol,8053436
National,Nedocromil Sodium,3958
National,Lodoxamide Tromethamine,1126
National,Estradiol,10104
National,Palonosetron Hcl,2763
National,Brimonidine Tartrate,946196
National,Alprazolam,13722408
National,Alprazolam,59952
National,Alprazolam,853
National,Alprazolam,6855
National,Alprazolam,19181
National,Alprostadil,130
National,Loteprednol Etabonate,93276
National,Retapamulin,3576
National,Ramipril,12638
National,Levonorgestrel-Ethin Estradiol,2488
National,Lovastatin,4175
National,Urea,41
National,Ciclesonide,24407
National,Norethindrone-Ethinyl Estrad,4583
National,Amantadine Hcl,450262
National,Glimepiride,8420
National,Zolpidem Tartrate,32671
National,Zolpidem Tartrate,30225
National,Amphotericin B Liposome,382
National,Amcinonide,5181
National,Naratriptan Hcl,828
National,L-Norgest-Eth Estr/Ethin Estra,2414
National,L-Norgest-Eth Estr/Ethin Estra,352
National,Levonorgestrel-Ethin Estradiol,1821
National,Amifostine Crystalline,26
National,Amikacin Sulfate,16110
National,Amiloride Hcl,86680
National,Amiloride/Hydrochlorothiazide,109154
National,Parenteral Amino Acid 15% No.1,36
National,Aminocaproic Acid,6018
National,Aminophylline,20
National,Parenteral Amino Acid 10% No.2,27
National,Parenteral Amino Acid 10% No.1,98
National,Parenteral Amino Acid 15% No.2,265
National,Parenteral Amino Acid 8.5 % #3,34
National,Amiodarone Hcl,2289510
National,Lubiprostone,693009
