Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
National,"Pen Needle, Diabetic",10749
National,"Pen Needle, Diabetic",2942
National,Abacavir Sulfate,69208
National,Abacavir/Lamivudine/Zidovudine,12204
National,Amphotericin B Lipid Complex,439
National,Aripiprazole,1635134
National,Aripiprazole,2790
National,Aripiprazole,92208
National,Paclitaxel Protein-Bound,824
National,Isotretinoin,224
National,Fentanyl Citrate,838
National,Acamprosate Calcium,29168
National,Clindamycin Phos/Benzoyl Perox,799
National,Acarbose,205697
National,Zafirlukast,1711
National,Quinapril Hcl,5751
National,Quinapril/Hydrochlorothiazide,373
National,Acebutolol Hcl,124004
National,Acetaminophen With Codeine,3677794
National,Acetic Acid/Hydrocortisone,564
National,Acetazolamide,300508
National,Acetic Acid,56615
National,Acetic Acid/Aluminum Acetate,4632
National,Acetylcysteine,25500
National,Rabeprazole Sodium,36477
National,Rabeprazole Sodium,85
National,Acitretin,34319
National,Tocilizumab,17896
National,Haemoph B Poly Conj-Tet Tox/Pf,679
National,Ursodiol,865
National,"Interferon Gamma-1b,recomb.",505
National,Fentanyl Citrate,220
National,"Pnv No.66/Iron,carbonyl/Fa/Dha",12
National,Estradiol/Norethindrone Acet,2371
National,Risedronate Sodium,129870
National,Pioglitazone Hcl/Metformin Hcl,1355
National,Pioglitazone Hcl/Metformin Hcl,3352
National,Pioglitazone Hcl,6764
National,Ketorolac Tromethamine,451
National,Ketorolac Tromethamine,573
National,Ketorolac Tromethamine/Pf,1655
National,Acyclovir,1611911
National,Acyclovir Sodium,414
National,Dapsone,4796
National,"Diph,pertuss(Acell),tet Vac/Pf",189744
National,Pegademase Bovine,13
National,Nifedipine,2285
National,Adapalene,10165
National,Brentuximab Vedotin,15
National,Tadalafil,83460
National,Dextroamphetamine/Amphetamine,6281
National,Dextroamphetamine/Amphetamine,26634
National,Adefovir Dipivoxil,6755
National,Riociguat,14179
National,Doxycycline Monohydrate,16
National,Epinephrine,150
National,Fluorouracil,149
National,Fluticasone/Salmeterol,5648231
National,Fluticasone/Salmeterol,397799
National,Lidocaine Hcl/Glycerin,16
National,Niacin/Lovastatin,13006
National,"Pen Needle, Diabetic",3592
National,"Syring W-Ndl,disp,insul,0.3 Ml",1111
National,"Syring W-Ndl,disp,insul,0.5 Ml",2649
National,"Syringe And Needle,insulin,1ml",2260
National,Flunisolide,2798
National,Nifedipine,52750
National,Everolimus,35953
National,Everolimus,64
National,"Insulin Regular, Human",2581
National,Aspirin/Dipyridamole,503957
National,Anagrelide Hcl,910
National,Bacitracin/Polymyxin B Sulfate,7048
National,Erythromycin Base,15
National,Lidocaine Hcl/Pf,46
National,Netupitant/Palonosetron Hcl,479
National,Hydrocortisone,24
National,Hydrocortisone,99
National,Albendazole,7215
National,Albumin Human,273
National,Albumin Human,126
National,Albuterol Sulfate,746357
National,Alclometasone Dipropionate,39014
National,Alcohol Antiseptic Pads,197933
National,Alcohol Antiseptic Pads,448756
National,Alcohol Antiseptic Pads,3718
National,Alcohol Antiseptic Pads,13006
National,Alcohol Antiseptic Pads,74033
National,Alcohol Antiseptic Pads,3524
National,Spironolact/Hydrochlorothiazid,2515
National,Spironolactone,3264
National,Imiquimod,184
National,Laronidase,79
National,Alectinib Hydrochloride,11
National,Alendronate Sodium,7643406
National,Alfuzosin Hcl,532091
National,Pemetrexed Disodium,1452
National,Nitazoxanide,6235
National,Melphalan,434
National,Fexofenadine Hcl,16
National,Fexofenadine/Pseudoephedrine,15
National,Allopurinol,8412524
National,Almotriptan Malate,1655
National,Nedocromil Sodium,4151
National,Lodoxamide Tromethamine,949
National,Estradiol,8282
National,Alosetron Hcl,3338
