Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
National,"Pen Needle, Diabetic",6538
National,"Pen Needle, Diabetic",14929
National,Abacavir Sulfate,54463
National,Abacavir Sulfate/Lamivudine,70463
National,Abacavir/Lamivudine/Zidovudine,5298
National,Amphotericin B Lipid Complex,620
National,Aripiprazole,25660
National,Aripiprazole,164711
National,Abiraterone Acetate,3624
National,Paclitaxel Protein-Bound,828
National,Isotretinoin,180
National,Fentanyl Citrate,409
National,Acamprosate Calcium,34869
National,Clindamycin Phos/Benzoyl Perox,254
National,Acarbose,195006
National,Zafirlukast,951
National,Quinapril Hcl,7383
National,Quinapril/Hydrochlorothiazide,932
National,Acebutolol Hcl,105406
National,Acetaminophen/Caff/Dihydrocod,2277
National,Acetaminophen With Codeine,3351929
National,Hydrocortisone/Acetic Acid,67
National,Acetazolamide,318700
National,Acetazolamide Sodium,67
National,Acetic Acid,71444
National,Acetic Acid/Aluminum Acetate,31
National,Acetylcysteine,24242
National,Rabeprazole Sodium,18579
National,Rabeprazole Sodium,83
National,Acitretin,41044
National,Tocilizumab,36090
National,Haemoph B Poly Conj-Tet Tox/Pf,785
National,Ursodiol,634
National,"Interferon Gamma-1b,recomb.",369
National,Fentanyl Citrate,71
National,Estradiol/Norethindrone Acet,1324
National,Risedronate Sodium,6597
National,Pioglitazone Hcl/Metformin Hcl,556
National,Pioglitazone Hcl/Metformin Hcl,1541
National,Pioglitazone Hcl,2980
National,Ketorolac Tromethamine,383
National,Ketorolac Tromethamine,183
National,Ketorolac Tromethamine/Pf,774
National,Acyclovir,1796280
National,Acyclovir Sodium,345
National,Dapsone,1937
National,"Diph,pertuss(Acell),tet Vac/Pf",191690
National,Pegademase Bovine,13
National,Nifedipine,281
National,Adapalene,10616
National,Adapalene/Benzoyl Peroxide,663
National,Tadalafil,64443
National,Dextroamphetamine/Amphetamine,8488
National,Dextroamphetamine/Amphetamine,34589
National,Adefovir Dipivoxil,5782
National,Riociguat,26246
National,Lixisenatide,70
National,Insulin Lispro,1069
National,Insulin Lispro,2994
National,Epinephrine,490
National,Fluorouracil,78
National,Fluticasone Propion/Salmeterol,4397953
National,Fluticasone Propion/Salmeterol,461685
National,"Pen Needle, Diabetic",1282
National,"Pen Needle, Diabetic",24470
National,"Syring-Needl,disp,insul,0.3 Ml",1879
National,"Syringe And Needle,insulin,1ml",5426
National,"Syringe-Needle,insulin,0.5 Ml",5599
National,Amphetamine,843
National,Flunisolide,215
National,Nifedipine,7182
National,Everolimus,25463
National,Everolimus,183
National,"Insulin Regular, Human",4143
National,Aspirin/Dipyridamole,84754
National,Anagrelide Hcl,224
National,Erenumab-Aooe,17473
National,Erenumab-Aooe,9917
National,Fluticasone Propion/Salmeterol,771
National,Fremanezumab-Vfrm,1498
National,Bacitracin/Polymyxin B Sulfate,247
National,Lidocaine Hcl/Pf,53
National,Erythromycin/Benzoyl Peroxide,30
National,Netupitant/Palonosetron Hcl,616
National,Hydrocortisone,66
National,Hydrocortisone,255
National,Albendazole,1111
National,Albendazole,4734
National,Albumin Human,37
National,Albuterol Sulfate,572385
National,Alclometasone Dipropionate,63116
National,Alcohol Antiseptic Pads,381136
National,Alcohol Antiseptic Pads,673273
National,Alcohol Antiseptic Pads,55
National,Alcohol Antiseptic Pads,24341
National,Alcohol Antiseptic Pads,60662
National,Alcohol Antiseptic Pads,5374
National,Ethyl Alcohol,22
National,Spironolact/Hydrochlorothiazid,1064
National,Spironolactone,2851
National,Imiquimod,172
National,Laronidase,66
National,Alectinib Hcl,4679
National,Alendronate Sodium,7486158
National,Alfuzosin Hcl,678733
National,Pemetrexed Disodium,1462
National,Nitazoxanide,5541
National,Copanlisib Di-Hcl,16
National,Melphalan,13
National,Allopurinol,8936617
National,Butalbital/Acetaminophen,440
National,Almotriptan Malate,5866
National,Nedocromil Sodium,1541
National,Alogliptin Benzoate,26371
National,Alogliptin Benz/Metformin Hcl,4800
National,Alogliptin Benz/Pioglitazone,4924
National,Lodoxamide Tromethamine,700
National,Estradiol,2436
National,Alosetron Hcl,10250
National,Palonosetron Hcl,1279
National,Brimonidine Tartrate,755271
National,Alprazolam,13283418
National,Alprazolam,54928
National,Alprazolam,263
National,Alprazolam,8360
National,Alprazolam,14954
National,Alprostadil,12
National,Loteprednol Etabonate,42101
National,Ramipril,10659
National,Levonorgestrel-Ethin Estradiol,2477
National,Lovastatin,1452
National,Tretinoin,13
National,Brigatinib,732
National,Ciclesonide,12453
National,Norethindrone-Ethinyl Estrad,4693
National,Estradiol/Norethindrone Acet,5345
National,Amantadine Hcl,512522
National,Glimepiride,4468
