Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
National,"Needles, Insulin Disposable",4412
National,Methoxsalen,14
National,Hydrocortisone Sod Succinate,14
National,Methylprednisolone Sod Succ,74
National,Abacavir Sulfate,59089
National,Abacavir/Lamivudine/Zidovudine,49
National,Amphotericin B Lipid Complex,435
National,Aripiprazole,2885338
National,Aripiprazole,5033
National,Aripiprazole,14685
National,Paclitaxel Protein-Bound,557
National,Isotretinoin,78
National,Fentanyl Citrate,136
National,Acamprosate Calcium,7019
National,Clindamycin Phos/Benzoyl Perox,887
National,Acarbose,202937
National,Zafirlukast,3009
National,Albuterol Sulfate,44
National,Quinapril Hcl,7399
National,Quinapril/Hydrochlorothiazide,651
National,"Syring W-Ndl,disp,insul,0.5ml",26
National,"Syringe & Needle,insulin,1 Ml",16
National,Acebutolol Hcl,134212
National,Perindopril Erbumine,120
National,Dhcodeine Bt/Acetaminophn/Caff,2055
National,Butalbital/Acetaminophen,676
National,Acetaminophen With Codeine,2715085
National,Acetic Acid/Hydrocortisone,1973
National,Acetazolamide,266760
National,Acetazolamide Sodium,11
National,Acetic Acid,53168
National,Acetic Acid/Aluminum Acetate,5280
National,Acetylcysteine,12361
National,Rabeprazole Sodium,284481
National,Acitretin,10326
National,Alclometasone Dipropionate,14
National,Tocilizumab,4052
National,Haemoph B Poly Conj-Tet Tox/Pf,375
National,Ursodiol,833
National,"Interferon Gamma-1b,recomb.",470
National,Fentanyl Citrate,547
National,Estradiol/Norethindrone Acet,4724
National,Risedronate Sodium,809490
National,Pioglitazone Hcl/Metformin Hcl,18097
National,Pioglitazone Hcl/Metformin Hcl,5600
National,Pioglitazone Hcl,97572
National,Ketorolac Tromethamine,995
National,Ketorolac Tromethamine,1374
National,Ketorolac Tromethamine/Pf,5286
National,Acyclovir,1375549
National,Acyclovir Sodium,364
National,Dapsone,4792
National,"Diph,pertuss(Acell),tet Vac/Pf",145916
National,Nifedipine,3179
National,Adapalene,8243
National,Tadalafil,62499
National,Dextroamphetamine/Amphetamine,5057
National,Dextroamphetamine/Amphetamine,25744
National,Adefovir Dipivoxil,984
National,Riociguat,207
National,Phentermine Hcl,66
National,Doxycycline Monohydrate,24
National,Epinephrine,157
National,Doxorubicin Hcl,35
National,Fluorouracil,318
National,Fluticasone/Salmeterol,6603361
National,Fluticasone/Salmeterol,349002
National,Om-3/Ca Carb/D3/Fa/Mv Cmb 13,35
National,Niacin/Lovastatin,27545
National,"Needles, Insulin Disposable",5921
National,"Syring W-Ndl,disp,insul,0.3ml",1957
National,"Syring W-Ndl,disp,insul,0.5ml",2154
National,"Syringe & Needle,insulin,1 Ml",2736
National,Nifedipine,67823
National,Everolimus,32112
National,Everolimus,20
National,Aspirin/Dipyridamole,1005584
National,Anagrelide Hcl,287
National,"Needles, Insulin Disposable",246
National,"Needles, Insulin Disposable",450
National,Bacitracin/Polymyxin B Sulfate,10076
National,Erythromycin Base,782
National,Lidocaine Hcl/Pf,43
National,Hydrocortisone,78
National,Phenylephrine Hcl/Dihydroco Bt,38
National,Albendazole,7191
National,Albumin Human,14
National,Albumin Human,41
National,Albumin Human,45
National,Albuterol Sulfate,873469
National,Proparacaine Hcl,19
National,Alclometasone Dipropionate,34649
National,Alcohol Antiseptic Pads,68990
National,Alcohol Antiseptic Pads,232536
National,Alcohol Antiseptic Pads,7546
National,Alcohol Antiseptic Pads,7279
National,Alcohol Antiseptic Pads,110500
National,Alcohol Antiseptic Pads,3257
National,Spironolact/Hydrochlorothiazid,4126
National,Spironolactone,3605
National,Imiquimod,665
National,Laronidase,38
National,Alendronate Sodium,8097049
National,Alfuzosin Hcl,413470
National,Salicylic Acid,26
National,Pemetrexed Disodium,1685
National,Nitazoxanide,4109
National,Melphalan,672
National,Fexofenadine Hcl,123
National,Fexofenadine/Pseudoephedrine,112
National,Fexofenadine/Pseudoephedrine,174
National,Allopurinol,7632479
National,Nedocromil Sodium,4132
National,Lodoxamide Tromethamine,1160
National,Estradiol,10566
National,Palonosetron Hcl,2247
National,Brimonidine Tartrate,949137
National,Alprazolam,12541951
National,Alprazolam,57181
National,Alprazolam,888
National,Alprazolam,3682
National,Alprazolam,18607
National,Alprostadil,137
National,Loteprednol Etabonate,91336
National,Sumatriptan Succinate,518
National,Retapamulin,4655
National,Ramipril,14294
National,Levonorgestrel-Eth Estradiol,3033
National,Lovastatin,5289
National,Urea,72
National,Ciclesonide,24782
National,Norethindrone-Ethinyl Estrad,4950
National,Acetyl/Methyl-B12/Lmefolate Ca,1570
National,Amantadine Hcl,411036
National,Glimepiride,9440
National,Zolpidem Tartrate,35739
National,Zolpidem Tartrate,36773
National,Amphotericin B Liposome,332
National,Amcinonide,6220
National,Naratriptan Hcl,865
National,L-Norgest-Eth Estr/Ethin Estra,2311
National,L-Norgest-Eth Estr/Ethin Estra,271
National,Levonorgestrel-Eth Estradiol,1922
National,Aminocaproic Acid,77
National,Amifostine Crystalline,37
National,Amikacin Sulfate,14051
National,Amiloride Hcl,81497
National,Amiloride/Hydrochlorothiazide,118322
National,Parenteral Amino Acid 15% No.1,17
National,Aminocaproic Acid,6433
National,Aminophylline,99
National,Parenteral Amino Acid 10% No.2,25
National,Parenteral Amino Acid 10% No.1,96
National,Parenteral Amino Acid 15% No.2,93
National,Amiodarone Hcl,2092942
National,Lubiprostone,623350
National,Amitriptyline Hcl,4319144
National,Amlodipine Besylate,34589051
National,Amlodipine Besylate/Benazepril,2826672
National,Amlodipine/Atorvastatin,161279
National,Ammonium Lactate,776704
National,Isotretinoin,1645
National,Amoxicillin/Potassium Clav,3329901
National,Amoxapine,14273
National,Amoxicillin,5822898
National,Amoxicillin/Potassium Clav,33468
National,Dextroamphetamine/Amphetamine,758200
National,Amphotericin B,2097
National,Ampicillin Sodium,7873
National,Ampicillin Trihydrate,178450
National,Ampicillin Sodium/Sulbactam Na,9846
National,Dalfampridine,55748
National,Cyclobenzaprine Hcl,6577
National,Aliskiren/Amlodipin/Hcthiazide,2692
National,Oxymetholone,357
National,Clomipramine Hcl,549
National,Anagrelide Hcl,48986
National,Hydrocortisone/Pramoxine,167
National,Naproxen Sodium,40
National,Naproxen Sodium,265
National,Hyoscyamine Sulfate,2071
National,Anastrozole,1133264
National,Flucytosine,43
National,Testosterone,45644
National,Testosterone,605282
National,Methyltestosterone,600
National,Fluoxymesterone,2328
National,Drospirenone/Estradiol,1554
National,Om-3/Dha/Epa/D3/B12/Fa/B-6/Phy,56
National,Om-3/Dha/Epa/D3/B12/Fa/B-6/Phy,174
National,Disulfiram,911
National,"Fenofibrate,micronized",35274
National,Antipyrine/Benzocaine/Glycerin,39534
National,Meclizine Hcl,51
National,Hydrocortisone,888
National,Dolasetron Mesylate,322
National,Diflorasone Diacetate/Emoll,2570
National,Insulin Glulisine,53884
National,Insulin Glulisine,51977
National,Bupropion Hbr,4235
National,Apomorphine Hcl,1473
National,Apraclonidine Hcl,5370
National,Desogestrel-Ethinyl Estradiol,13380
National,Mesalamine,101657
National,Tipranavir,3476
National,Tipranavir/Vitamin E Tpgs,19
National,Alpha-1-Proteinase Inhibitor,4075
National,Norethindrone-Ethinyl Estrad,434
National,Darbepoetin Alfa In Polysorbat,58898
National,Leflunomide,1507
National,Carbinoxamine Maleate,855
National,Rilonacept,99
National,Indacaterol Maleate,11739
National,Minocycline Hcl Microspheres,4328
National,Donepezil Hcl,183432
National,Donepezil Hcl,306
National,Anastrozole,9411
National,Triamcinolone Hexacetonide,83
National,Fondaparinux Sodium,2512
National,"Thyroid,pork",190218
National,Exemestane,5285
National,Diclofenac Sodium/Misoprostol,7196
National,Diclofenac Sodium/Misoprostol,17710
National,Mesalamine,123970
National,Mesalamine,147885
National,Codeine/Butalbital/Asa/Caffein,30056
National,Mometasone Furoate,253767
National,Azelastine Hcl,4007
National,Azelastine Hcl,180388
National,Candesartan Cilexetil,104947
National,Candesartan/Hydrochlorothiazid,14452
National,Risedronate Sodium,232995
National,Atenolol,13916539
National,Atenolol/Chlorthalidone,766263
National,Lorazepam,15285
National,Atorvastatin Calcium,26664605
National,Atovaquone/Proguanil Hcl,36939
National,Tretinoin,1402
National,Efavirenz/Emtricitab/Tenofovir,264118
National,Atropine Sulfate,2548
National,Atropine Sulfate,61219
National,Atropine Sulfate/Pf,74
National,Ipratropium Bromide,917
National,Ipratropium Bromide,386340
National,Teriflunomide,15130
National,Amoxicillin/Potassium Clav,823
National,Amoxicillin/Potassium Clav,148
National,Antipyrine/Benzocaine,48
National,Antipyrine/Benzocaine/Glycerin,33
National,Antipyrine/Benzocaine/Glycerin,172
National,Epinephrine,3618
National,Irbesartan/Hydrochlorothiazide,12555
National,Rosiglitazone/Metformin Hcl,564
National,Rosiglitazone/Glimepiride,129
National,Rosiglitazone Maleate,1858
National,Irbesartan,46283
National,Sulfacetamide Sodium/Sulfur,17
National,Sulfacetamide Sodium/Sulfur,14
National,Bevacizumab,3727
National,Sulfanilamide,424
National,Moxifloxacin Hcl,345383
National,Moxifloxacin Hcl,6238
National,Moxifloxacin In Nacl (Iso-Osm),1300
National,Levonorgestrel-Eth Estradiol,12851
National,Morphine Sulfate,53115
National,Tretinoin,132
National,Dutasteride,1596700
National,Interferon Beta-1a,80319
National,Interferon Beta-1a/Albumin,8474
National,Interferon Beta-1a,42036
National,Almotriptan Malate,5986
National,Nizatidine,16
National,Testosterone,25841
National,"Nut.Tx, Metab.Dis, Mv & Min #2",4056
National,Norethindrone Acetate,91
National,Azacitidine,65
National,Aztreonam,1736
National,Aztreonam/Dextrose-Water,1287
National,Azathioprine,2393
National,Azithromycin,95687
National,Azathioprine,374570
National,Azelastine Hcl,704787
National,Azelaic Acid,4313
National,Rasagiline Mesylate,236592
National,Azithromycin,7363792
National,Brinzolamide,569169
National,Amlodipine Bes/Olmesartan Med,406620
National,Aztreonam,4361
National,Sulfasalazine,1507
National,Desog-E.Estradiol/E.Estradiol,4278
National,Alcohol Antiseptic Pads,575
