Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
National,"Pen Needle, Diabetic",8913
National,"Pen Needle, Diabetic",14610
National,Abacavir Sulfate,66707
National,Abacavir Sulfate/Lamivudine,13903
National,Abacavir/Lamivudine/Zidovudine,9768
National,Amphotericin B Lipid Complex,476
National,Aripiprazole,97622
National,Aripiprazole,68
National,Aripiprazole,116203
National,Paclitaxel Protein-Bound,890
National,Isotretinoin,179
National,Fentanyl Citrate,824
National,Acamprosate Calcium,31091
National,Clindamycin Phos/Benzoyl Perox,630
National,Acarbose,204381
National,Zafirlukast,1384
National,Quinapril Hcl,8190
National,Quinapril/Hydrochlorothiazide,961
National,Acebutolol Hcl,119479
National,Acetaminophen With Codeine,3685703
National,Hydrocortisone/Acetic Acid,374
National,Acetazolamide,307980
National,Acetazolamide Sodium,29
National,Acetic Acid,60052
National,Acetic Acid/Aluminum Acetate,4454
National,Acetylcysteine,28345
National,Rabeprazole Sodium,28180
National,Rabeprazole Sodium,201
National,Acitretin,36503
National,Tocilizumab,22165
National,Haemoph B Poly Conj-Tet Tox/Pf,292
National,Ursodiol,753
National,"Interferon Gamma-1b,recomb.",452
National,Fentanyl Citrate,174
National,Estradiol/Norethindrone Acet,1967
National,Risedronate Sodium,22134
National,Pioglitazone Hcl/Metformin Hcl,953
National,Pioglitazone Hcl/Metformin Hcl,2976
National,Pioglitazone Hcl,4711
National,Ketorolac Tromethamine,439
National,Ketorolac Tromethamine,347
National,Ketorolac Tromethamine/Pf,1320
National,Acyclovir,1696990
National,Acyclovir Sodium,486
National,Dapsone,4152
National,"Diph,pertuss(Acell),tet Vac/Pf",167756
National,Pegademase Bovine,13
National,Nifedipine,1925
National,Adapalene,9633
National,Tadalafil,89381
National,Dextroamphetamine/Amphetamine,6708
National,Dextroamphetamine/Amphetamine,27183
National,Adefovir Dipivoxil,6440
National,Riociguat,21372
National,Epinephrine,199
National,Fluorouracil,151
National,Fluticasone/Salmeterol,5194391
